Results: 20191114_JHL_1qtf
Query: s001A
Select neighbours (check boxes) for viewing as multiple structural alignment or 3D superimposition. The list of neighbours is sorted by Z-score. Similarities with a Z-score lower than 2 are spurious. Each neighbour has links to pairwise structural alignment with the query structure, and to the PDB format coordinate file where the neighbour is superimposed onto the query structure.

  Expand gaps    
Summary
    No:  Chain   Z    rmsd lali nres  %id PDB  Description
 137:  1soz-C 16.7  2.6  171   257   19 PDB  MOLECULE: PROTEASE DEGS;                                             
 138:  1zyo-A 16.6  2.9  169   184   17 PDB  MOLECULE: SERINE PROTEASE;                                           
 139:  1te0-A 16.2  2.7  167   318   17 PDB  MOLECULE: PROTEASE DEGS;                                             
 140:  1ezx-C 16.2  1.6  136   140   43 PDB  MOLECULE: ALPHA-1-ANTITRYPSIN;                                       
 141:  1l1j-A 15.8  2.7  167   226   13 PDB  MOLECULE: HEAT SHOCK PROTEASE HTRA;                                  
 142:  4ic6-A 15.7  2.9  171   340   17 PDB  MOLECULE: PROTEASE DO-LIKE 8, CHLOROPLASTIC;                         
 143:  1kdq-A 15.4  1.6  123   130   33 PDB  MOLECULE: CHYMOTRYPSIN B, B CHAIN;                                   
 144:  3wom-A 15.3  2.9  195   699   16 PDB  MOLECULE: DIPEPTIDYL AMINOPEPTIDASE BII;                             
 145:  1wxr-A 14.3  2.5  180  1035   17 PDB  MOLECULE: HAEMOGLOBIN PROTEASE;                                      
 146:  2j92-A 14.2  3.1  162   201   14 PDB  MOLECULE: PICORNAIN 3C;                                              
 147:  1qa7-B 14.0  3.0  170   218   13 PDB  MOLECULE: HAV 3C PROTEINASE;                                         
 148:  1p01-A 13.6  2.8  155   199   21 PDB  MOLECULE: ALPHA-LYTIC PROTEASE;                                      
 149:  2ea3-A 13.5  2.7  149   183   20 PDB  MOLECULE: CHYMOTRYPSIN;                                              
 150:  2ijd-1 13.5  3.1  159   644   12 PDB  MOLECULE: PICORNAIN 3C, RNA-DIRECTED RNA POLYMERASE;                 
 151:  1ky9-B 13.5  2.7  163   396   12 PDB  MOLECULE: PROTEASE DO;                                               
 152:  2qaa-A 13.3  2.9  153   186   21 PDB  MOLECULE: STREPTOGRISIN-B;                                           
 153:  1hpg-A 13.1  2.8  151   187   19 PDB  MOLECULE: GLUTAMIC ACID SPECIFIC PROTEASE;                           
 154:  2oua-A 13.0  2.8  149   188   19 PDB  MOLECULE: SERINE PROTEASE;                                           
 155:  1lvm-A 12.6  3.4  163   229   15 PDB  MOLECULE: CATALYTIC DOMAIN OF THE NUCLEAR INCLUSION                  
 156:  2pfe-A 12.6  3.0  150   186   21 PDB  MOLECULE: ALKALINE SERINE PROTEASE;                                  
 157:  2in2-A 12.2  2.9  153   182   12 PDB  MOLECULE: PICORNAIN 3C;                                              
 158:  1rgq-B 12.0  2.9  144   186   13 PDB  MOLECULE: NS3 PROTEASE;                                              
 159:  1mbm-A 11.0  2.6  132   198   14 PDB  MOLECULE: CHYMOTRYPSIN-LIKE SERINE PROTEASE;                         
 160:  2q6d-B 11.0  2.5  136   307    7 PDB  MOLECULE: INFECTIOUS BRONCHITIS VIRUS (IBV) MAIN PROTEASE;           
 161:  1lvo-D 10.7  2.6  139   301    9 PDB  MOLECULE: REPLICASE, HYDROLASE DOMAIN;                               
 162:  3d23-B 10.7  2.7  137   301    9 PDB  MOLECULE: 3C-LIKE PROTEINASE;                                        
 163:  2yy4-A 10.6  2.6  135   310   11 PDB  MOLECULE: REPLICASE POLYPROTEIN 1AB;                                 
 164:  2hrv-A 10.2  2.9  127   139   14 PDB  MOLECULE: 2A CYSTEINE PROTEINASE;                                    
 165:  1svp-A  9.7  3.3  138   160   11 PDB  MOLECULE: SINDBIS VIRUS CAPSID PROTEIN;                              
 166:  1hia-A  9.6  1.0   80    80   69 PDB  MOLECULE: KALLIKREIN;                                                
 167:  1cu1-A  7.8  3.2  147   645   15 PDB  MOLECULE: PROTEIN (PROTEASE/HELICASE NS3);                           
 168:  1z8r-A  7.6  3.8  126   150   15 PDB  MOLECULE: COXSACKIEVIRUS B4 POLYPROTEIN;                             
 169:  1kdq-B  7.2  1.9   89    95   36 PDB  MOLECULE: CHYMOTRYPSIN B, B CHAIN;                                   


Results: 20191114_JHL_1fxy
Query: s001A
Select neighbours (check boxes) for viewing as multiple structural alignment or 3D superimposition. The list of neighbours is sorted by Z-score. Similarities with a Z-score lower than 2 are spurious. Each neighbour has links to pairwise structural alignment with the query structure, and to the PDB format coordinate file where the neighbour is superimposed onto the query structure.

  Expand gaps    
Summary
    No:  Chain   Z    rmsd lali nres  %id PDB  Description
   1:  1fxy-A 45.9  0.1  228   229  100 PDB  MOLECULE: COAGULATION FACTOR XA-TRYPSIN CHIMERA;                     
   2:  1trn-A 38.8  1.4  220   224   69 PDB  MOLECULE: TRYPSIN;                                                   
   3:  1h4w-A 38.6  1.4  220   224   63 PDB  MOLECULE: TRYPSIN IVA;                                               
   4:  1an1-E 38.3  1.5  219   223   58 PDB  MOLECULE: TRYPSIN;                                                   
   5:  1g3c-A 38.2  1.4  219   225   55 PDB  MOLECULE: BETA-TRYPSIN;                                              
   6:  1a0j-A 37.6  1.6  219   223   53 PDB  MOLECULE: TRYPSIN;                                                   
   7:  1bit-A 36.4  2.1  218   222   48 PDB  MOLECULE: TRYPSIN;                                                   
   8:  2psx-A 36.1  1.3  219   227   46 PDB  MOLECULE: KALLIKREIN-5;                                              
   9:  1npm-A 36.1  1.1  214   223   43 PDB  MOLECULE: NEUROPSIN;                                                 
  10:  4nff-A 35.8  1.4  219   230   44 PDB  MOLECULE: KALLIKREIN-2;                                              
  11:  2qxg-A 35.7  1.3  218   225   36 PDB  MOLECULE: KALLIKREIN-7;                                              
  12:  1amh-A 35.6  1.7  219   223   57 PDB  MOLECULE: ANIONIC TRYPSIN;                                           
  13:  2eek-A 35.5  2.2  216   220   48 PDB  MOLECULE: TRYPSIN-1;                                                 
  14:  2zch-P 35.3  1.4  219   237   42 PDB  MOLECULE: PROSTATE-SPECIFIC ANTIGEN;                                 
  15:  1spj-A 35.2  1.5  219   236   43 PDB  MOLECULE: KALLIKREIN 1;                                              
  16:  4bnr-A 34.7  1.7  218   237   41 PDB  MOLECULE: HEPATOPANCREAS TRYPSIN;                                    
  17:  2oq5-A 34.3  1.3  215   232   34 PDB  MOLECULE: TRANSMEMBRANE PROTEASE, SERINE 11E;                        
  18:  1ym0-A 34.3  1.7  220   238   35 PDB  MOLECULE: FIBRINOTIC ENZYME COMPONENT B;                             
  19:  1z8g-A 34.3  1.4  219   366   40 PDB  MOLECULE: SERINE PROTEASE HEPSIN;                                    
  20:  3w94-A 34.3  1.9  220   235   36 PDB  MOLECULE: ENTEROPEPTIDASE-1;                                         
  21:  4dgj-A 34.3  1.9  220   235   35 PDB  MOLECULE: ENTEROPEPTIDASE CATALYTIC LIGHT CHAIN;                     
  22:  2bdb-A 34.3  1.6  221   242   34 PDB  MOLECULE: ELASTASE-1;                                                
  23:  1sgf-G 34.2  1.9  222   232   39 PDB  MOLECULE: NERVE GROWTH FACTOR;                                       
  24:  1ekb-B 34.2  1.6  217   235   35 PDB  MOLECULE: ENTEROPEPTIDASE;                                           
  25:  1ao5-A 34.1  1.5  218   236   38 PDB  MOLECULE: GLANDULAR KALLIKREIN-13;                                   
  26:  1kig-H 34.0  1.8  220   241   59 PDB  MOLECULE: FACTOR XA;                                                 
  27:  1bru-P 34.0  1.5  219   241   34 PDB  MOLECULE: ELASTASE;                                                  
  28:  1fiw-A 33.9  1.8  222   260   33 PDB  MOLECULE: BETA-ACROSIN HEAVY CHAIN;                                  
  29:  1c5m-D 33.8  1.7  216   241   67 PDB  MOLECULE: PROTEIN (COAGULATION FACTOR X);                            
  30:  1pq5-A 33.8  1.4  213   225   38 PDB  MOLECULE: TRYPSIN;                                                   
  31:  1bqy-A 33.8  1.8  221   235   38 PDB  MOLECULE: PLASMINOGEN ACTIVATOR;                                     
  32:  4h4f-A 33.8  1.5  218   239   32 PDB  MOLECULE: CHYMOTRYPSIN-C;                                            
  33:  3f6u-H 33.7  1.6  216   241   36 PDB  MOLECULE: VITAMIN K-DEPENDENT PROTEIN C HEAVY CHAIN;                 
  34:  1eq9-A 33.7  1.5  212   222   35 PDB  MOLECULE: CHYMOTRYPSIN;                                              
  35:  5lhq-A 33.7  1.7  222   248   35 PDB  MOLECULE: UROKINASE-TYPE PLASMINOGEN ACTIVATOR;                      
  36:  5jb8-S 33.6  1.9  218   236   40 PDB  MOLECULE: COAGULATION FACTOR IX;                                     
  37:  1fiz-A 33.4  1.9  222   263   33 PDB  MOLECULE: BETA-ACROSIN HEAVY CHAIN;                                  
  38:  5to3-B 33.4  1.6  220   368   37 PDB  MOLECULE: PROTHROMBIN;                                               
  39:  1elt-A 33.2  1.7  217   236   32 PDB  MOLECULE: ELASTASE;                                                  
  40:  2pux-B 33.1  1.8  221   258   38 PDB  MOLECULE: THROMBIN LIGHT CHAIN;                                      
  41:  3e0n-B 33.1  1.9  220   254   39 PDB  MOLECULE: PROSTASIN;                                                 
  42:  1yc0-A 33.0  1.6  217   247   35 PDB  MOLECULE: HEPATOCYTE GROWTH FACTOR ACTIVATOR;                        
  43:  1op0-A 33.0  1.8  219   234   37 PDB  MOLECULE: VENOM SERINE PROTEINASE;                                   
  44:  4bxw-B 32.8  1.6  215   288   42 PDB  MOLECULE: FACTOR XA;                                                 
  45:  1au8-A 32.6  1.6  213   225   31 PDB  MOLECULE: CATHEPSIN G;                                               
  46:  1fi8-B 32.6  2.0  214   227   33 PDB  MOLECULE: NATURAL KILLER CELL PROTEASE 1;                            
  47:  1euf-A 32.5  1.8  212   224   36 PDB  MOLECULE: DUODENASE;                                                 
  48:  2vnt-B 32.4  1.6  220   258   35 PDB  MOLECULE: UROKINASE-TYPE PLASMINOGEN ACTIVATOR;                      
  49:  5dj7-A 32.4  1.9  215   230   39 PDB  MOLECULE: TRYPSIN;                                                   
  50:  2aip-A 32.3  1.9  217   231   38 PDB  MOLECULE: PROTEIN C ACTIVATOR;                                       
  51:  4cre-A 32.3  1.6  216   238   40 PDB  MOLECULE: COAGULATION FACTOR XI;                                     
  52:  3rp2-A 32.2  2.1  215   224   29 PDB  MOLECULE: RAT MAST CELL PROTEASE II;                                 
  53:  1cgi-E 32.1  1.8  215   245   38 PDB  MOLECULE: ALPHA-CHYMOTRYPSINOGEN;                                    
  54:  1pfx-C 32.1  1.9  217   236   43 PDB  MOLECULE: FACTOR IXA;                                                
  55:  1op8-A 32.1  1.8  218   234   31 PDB  MOLECULE: GRANZYME A;                                                
  56:  5gvt-A 32.1  1.6  215   236   38 PDB  MOLECULE: PLASMA KALLIKREIN;                                         
  57:  1cvw-H 32.0  2.1  221   255   38 PDB  MOLECULE: COAGULATION FACTOR VIIA (LIGHT CHAIN) (DES-GLA);           
  58:  4e7n-A 32.0  1.8  218   238   42 PDB  MOLECULE: SNAKE-VENOM THROMBIN-LIKE ENZYME;                          
  59:  1m9u-A 31.9  1.7  215   241   36 PDB  MOLECULE: EARTHWORM FIBRINOLYTIC ENZYME;                             
  60:  1azz-A 31.8  1.9  215   226   35 PDB  MOLECULE: COLLAGENASE;                                               
  61:  5wi6-B 31.8  1.5  212   245   36 PDB  MOLECULE: TRYPTASE ALPHA/BETA-1;                                     
  62:  2rdl-A 31.7  2.2  216   226   27 PDB  MOLECULE: CHYMASE 2;                                                 
  63:  1b0f-A 31.7  1.6  207   218   30 PDB  MOLECULE: PROTEIN (ELASTASE);                                        
  64:  1fq3-A 31.6  2.4  219   227   33 PDB  MOLECULE: GRANZYME B;                                                
  65:  1fuj-A 31.5  1.6  207   221   34 PDB  MOLECULE: PR3;                                                       
  66:  1lto-A 31.1  1.6  212   243   36 PDB  MOLECULE: ALPHA TRYPTASE I;                                          
  67:  1fy1-A 30.8  2.1  212   225   26 PDB  MOLECULE: HEPARIN-BINDING PROTEIN;                                   
  68:  2qy0-D 30.8  1.7  209   237   36 PDB  MOLECULE: COMPLEMENT C1R SUBCOMPONENT;                               
  69:  1bda-A 30.6  1.8  217   266   37 PDB  MOLECULE: SINGLE CHAIN TISSUE TYPE PLASMINOGEN ACTIVATOR;            
  70:  3h7t-A 30.6  2.0  215   235   29 PDB  MOLECULE: GROUP 3 ALLERGEN SMIPP-S YVT004A06;                        
  71:  1hyl-A 30.5  2.1  211   230   34 PDB  MOLECULE: HYPODERMA LINEATUM COLLAGENASE;                            
  72:  3i77-A 30.4  2.2  212   230   37 PDB  MOLECULE: TRYPSIN;                                                   
  73:  4niy-D 30.3  1.3  189   195   52 PDB  MOLECULE: CATIONIC TRYPSIN;                                          
  74:  1a5i-A 30.3  1.9  217   266   37 PDB  MOLECULE: PLASMINOGEN ACTIVATOR;                                     
  75:  6i44-A 29.8  1.4  214   596   36 PDB  MOLECULE: PLASMA KALLIKREIN;                                         
  76:  5o32-I 29.3  2.1  216   241   35 PDB  MOLECULE: COMPLEMENT C3;                                             
  77:  1shy-A 29.0  2.2  212   228   28 PDB  MOLECULE: HEPATOCYTE GROWTH FACTOR;                                  
  78:  1pyt-C 29.0  1.7  211   248   30 PDB  MOLECULE: PROCARBOXYPEPTIDASE A;                                     
  79:  1pyt-D 28.4  1.9  212   251   29 PDB  MOLECULE: PROCARBOXYPEPTIDASE A;                                     
  80:  1gvz-A 28.3  2.1  214   237   35 PDB  MOLECULE: KALLIKREIN-1E2;                                            
  81:  1mza-A 28.3  2.1  217   240   33 PDB  MOLECULE: PRO-GRANZYME K;                                            
  82:  4igd-A 28.0  2.0  209   397   32 PDB  MOLECULE: MANNAN-BINDING LECTIN SERINE PROTEASE 1;                   
  83:  1zjk-A 27.9  2.0  208   389   35 PDB  MOLECULE: MANNAN-BINDING LECTIN SERINE PROTEASE 2;                   
  84:  3h7o-A 27.1  2.5  208   228   31 PDB  MOLECULE: GROUP 3 ALLERGEN SMIPP-S YV6023A04;                        
  85:  4wjg-2 27.1  2.0  208   310   31 PDB  MOLECULE: HEMOGLOBIN SUBUNIT ALPHA;                                  
  86:  4a5t-S 26.8  2.3  206   767   38 PDB  MOLECULE: PLASMINOGEN;                                               
  87:  1mkw-K 26.6  2.5  217   287   37 PDB  MOLECULE: ALPHA-THROMBIN;                                            
  88:  5lyo-C 26.6  2.0  206   255   35 PDB  MOLECULE: SUPPRESSOR OF TUMORIGENICITY 14 PROTEIN;                   
  89:  3k65-B 26.0  2.3  204   274   37 PDB  MOLECULE: PROTHROMBIN;                                               
  90:  2olg-A 25.9  2.2  210   276   30 PDB  MOLECULE: PRO-PHENOLOXIDASE ACTIVATING ENZYME-I;                     
  91:  4lk4-A 25.8  2.0  200   326   30 PDB  MOLECULE: VESB PROTEASE;                                             
  92:  1gvl-A 25.7  2.6  200   223   39 PDB  MOLECULE: KALLIKREIN 6;                                              
  93:  1gpz-A 25.6  1.9  192   368   36 PDB  MOLECULE: COMPLEMENT C1R COMPONENT;                                  
  94:  1fdp-B 25.6  1.6  184   198   37 PDB  MOLECULE: PROENZYME OF COMPLEMENT FACTOR D;                          
  95:  4f4o-C 25.5  1.8  205   309   32 PDB  MOLECULE: HEMOGLOBIN SUBUNIT ALPHA;                                  
  96:  5i25-A 25.4  1.9  199   596   35 PDB  MOLECULE: COAGULATION FACTOR XI;                                     
  97:  2xxl-A 25.3  2.3  214   354   31 PDB  MOLECULE: GRAM-POSITIVE SPECIFIC SERINE PROTEASE, ISOFORM B          
  98:  1sgf-A 25.0  2.3  191   203   35 PDB  MOLECULE: NERVE GROWTH FACTOR;                                       
  99:  3t2n-A 25.0  1.7  189   339   35 PDB  MOLECULE: SERINE PROTEASE HEPSIN;                                    
 100:  4j1y-A 24.9  2.2  198   378   37 PDB  MOLECULE: COMPLEMENT C1S SUBCOMPONENT;                               
 101:  4duu-A 24.7  2.4  206   682   37 PDB  MOLECULE: PLASMINOGEN;                                               
 102:  4dw2-U 24.6  2.1  193   221   34 PDB  MOLECULE: UROKINASE-TYPE PLASMINOGEN ACTIVATOR;                      
 103:  3h5c-B 23.6  2.3  203   312   25 PDB  MOLECULE: PROTEIN Z-DEPENDENT PROTEASE INHIBITOR;                    
 104:  4bxs-A 23.5  1.7  177   248   41 PDB  MOLECULE: FACTOR X-LIKE PROTEASE;                                    
 105:  5edm-A 23.2  2.3  218   550   34 PDB  MOLECULE: PROTHROMBIN;                                               
 106:  2b9l-A 22.2  2.3  210   372   29 PDB  MOLECULE: PROPHENOLOXIDASE ACTIVATING FACTOR;                        
 107:  2i6q-A 22.1  2.5  200   503   22 PDB  MOLECULE: COMPLEMENT C2A FRAGMENT;                                   
 108:  2xwb-F 21.9  2.7  203   714   27 PDB  MOLECULE: COMPLEMENT C3B BETA CHAIN;                                 
 109:  6bqm-A 21.8  2.2  198   460   30 PDB  MOLECULE: SERINE PROTEASE VESC;                                      
 110:  1p3c-A 20.8  2.5  188   215   22 PDB  MOLECULE: GLUTAMYL-ENDOPEPTIDASE;                                    
 111:  6u1b-A 20.8  2.2  181   221   19 PDB  MOLECULE: GLUTAMYL ENDOPEPTIDASE;                                    
 112:  1qy6-A 20.6  2.3  182   216   16 PDB  MOLECULE: SERINE PROTEASE;                                           
 113:  2w7u-B 20.5  2.2  176   200   13 PDB  MOLECULE: SERINE PROTEASE SPLA;                                      
 114:  4ink-A 20.3  2.1  172   203   16 PDB  MOLECULE: SERINE PROTEASE SPLD;                                      
 115:  2as9-A 19.6  2.6  178   207   14 PDB  MOLECULE: SERINE PROTEASE;                                           
 116:  1ezx-C 19.1  1.5  137   140   55 PDB  MOLECULE: ALPHA-1-ANTITRYPSIN;                                       
 117:  4k1t-C 18.8  2.6  173   203   19 PDB  MOLECULE: SERINE PROTEASE SPLB;                                      
 118:  5ilb-A 18.8  2.8  176   465   15 PDB  MOLECULE: PROTEASE DO-LIKE 2, CHLOROPLASTIC,PROTEASE DO-LIK          
 119:  5jd8-A 18.8  2.6  171   272   22 PDB  MOLECULE: PERIPLASMIC SERINE PEPTIDASE DEGS;                         
 120:  1agj-A 18.7  2.4  179   242   16 PDB  MOLECULE: EPIDERMOLYTIC TOXIN A;                                     
 121:  3stj-A 18.7  2.6  175   300   19 PDB  MOLECULE: PROTEASE DEGQ;                                             
 122:  3otp-A 18.6  2.6  174   381   18 PDB  MOLECULE: PROTEASE DO;                                               
 123:  5mm8-A 18.5  2.4  169   197   16 PDB  MOLECULE: SERINE PROTEASE SPLE;                                      
 124:  5c2z-A 18.5  2.9  184   248   16 PDB  MOLECULE: EXFOLIATIVE TOXIN D2;                                      
 125:  3nzi-A 18.5  2.8  173   211   17 PDB  MOLECULE: SERINE PROTEASE HTRA1;                                     
 126:  4ynn-A 18.4  2.7  176   400   16 PDB  MOLECULE: PROTEASE DO;                                               
 127:  6e0u-A 18.3  2.8  184   241   16 PDB  MOLECULE: SERINE PROTEASE;                                           
 128:  1qtf-A 18.1  2.6  179   246   16 PDB  MOLECULE: EXFOLIATIVE TOXIN B;                                       
 129:  2kai-B 18.1  1.3  144   152   43 PDB  MOLECULE: KALLIKREIN A;                                              
 130:  5y28-C 18.1  2.5  166   277   18 PDB  MOLECULE: PERIPLASMIC SERINE ENDOPROTEASE DEGP-LIKE;                 
 131:  3cp7-A 18.0  2.9  185   216   17 PDB  MOLECULE: ALKALINE SERINE PROTEASE AL20;                             
 132:  3qo6-B 18.0  2.4  175   328   19 PDB  MOLECULE: PROTEASE DO-LIKE 1, CHLOROPLASTIC;                         
 133:  2z9i-A 17.9  2.6  170   284   25 PDB  MOLECULE: PROBABLE SERINE PROTEASE PEPD;                             
 134:  5il9-A 17.8  2.7  175   465   19 PDB  MOLECULE: PROTEASE DO-LIKE 9;                                        
 135:  3pv3-A 17.8  2.7  171   392   15 PDB  MOLECULE: DEGQ;                                                      
 136:  1zyo-A 17.6  2.6  169   184   15 PDB  MOLECULE: SERINE PROTEASE;                                           
 137:  4fln-B 17.6  2.9  173   464   17 PDB  MOLECULE: PROTEASE DO-LIKE 2, CHLOROPLASTIC;                         
 138:  3ak5-A 17.1  2.4  179   970   19 PDB  MOLECULE: HEMOGLOBIN-BINDING PROTEASE HBP;                           
 139:  3k6y-A 17.0  2.9  174   227   21 PDB  MOLECULE: POSSIBLE MEMBRANE-ASSOCIATED SERINE PROTEASE;              
 140:  3sti-A 17.0  2.8  169   184   15 PDB  MOLECULE: PROTEASE DEGQ;                                             
 141:  1soz-C 16.8  2.8  176   257   20 PDB  MOLECULE: PROTEASE DEGS;                                             
 142:  3nwu-B 16.6  2.5  158   183   18 PDB  MOLECULE: SERINE PROTEASE HTRA1;                                     
 143:  6bjr-A 16.5  2.6  215   575   34 PDB  MOLECULE: PROTHROMBIN;                                               
 144:  4ic5-A 16.5  3.0  173   210   24 PDB  MOLECULE: PROTEASE DO-LIKE 5, CHLOROPLASTIC;                         
 145:  1te0-A 16.2  3.0  174   318   21 PDB  MOLECULE: PROTEASE DEGS;                                             
 146:  5zvj-A 16.2  2.5  161   299   19 PDB  MOLECULE: SERINE PROTEASE;                                           
 147:  4ri0-A 16.1  2.5  163   306   17 PDB  MOLECULE: SERINE PROTEASE HTRA3;                                     
 148:  5t69-A 16.1  2.7  160   284   18 PDB  MOLECULE: PUTATIVE SERINE PROTEASE HHOA;                             
 149:  4ic6-A 15.9  2.8  171   340   18 PDB  MOLECULE: PROTEASE DO-LIKE 8, CHLOROPLASTIC;                         
 150:  3wom-A 15.6  2.9  192   699   18 PDB  MOLECULE: DIPEPTIDYL AMINOPEPTIDASE BII;                             
 151:  1l1j-A 15.5  3.0  170   226   18 PDB  MOLECULE: HEAT SHOCK PROTEASE HTRA;                                  
 152:  3syj-A 15.3  2.8  178   920   13 PDB  MOLECULE: ADHESION AND PENETRATION PROTEIN AUTOTRANSPORTER;          
 153:  4om9-A 15.0  2.6  172   930   17 PDB  MOLECULE: SERINE PROTEASE PET;                                       
 154:  3h09-B 14.8  3.6  191   964   14 PDB  MOLECULE: IMMUNOGLOBULIN A1 PROTEASE;                                
 155:  5j44-A 14.4  2.5  184  1006   18 PDB  MOLECULE: SERINE PROTEASE SEPA AUTOTRANSPORTER;                      
 156:  2j92-A 14.3  3.3  166   201   16 PDB  MOLECULE: PICORNAIN 3C;                                              
 157:  1wxr-A 14.2  2.4  178  1035   19 PDB  MOLECULE: HAEMOGLOBIN PROTEASE;                                      
 158:  5hm2-A 14.1  3.2  165   201   15 PDB  MOLECULE: 3C PROTEINASE;                                             
 159:  1qa7-B 13.8  3.2  172   218   12 PDB  MOLECULE: HAV 3C PROTEINASE;                                         
 160:  5fht-A 13.8  2.7  162   300   18 PDB  MOLECULE: SERINE PROTEASE HTRA2, MITOCHONDRIAL;                      
 161:  1ky9-B 13.7  3.0  168   396   17 PDB  MOLECULE: PROTEASE DO;                                               
 162:  2ea3-A 13.2  2.8  148   183   17 PDB  MOLECULE: CHYMOTRYPSIN;                                              
 163:  2qaa-A 13.1  3.1  154   186   18 PDB  MOLECULE: STREPTOGRISIN-B;                                           
 164:  1p01-A 12.9  3.0  152   199   18 PDB  MOLECULE: ALPHA-LYTIC PROTEASE;                                      
 165:  1hpg-A 12.9  2.9  152   187   16 PDB  MOLECULE: GLUTAMIC ACID SPECIFIC PROTEASE;                           
 166:  2oua-A 12.8  3.0  147   188   19 PDB  MOLECULE: SERINE PROTEASE;                                           
 167:  3sze-A 12.8  2.5  172   943   16 PDB  MOLECULE: SERINE PROTEASE ESPP;                                      
 168:  1kdq-A 12.7  1.8  117   130   35 PDB  MOLECULE: CHYMOTRYPSIN B, B CHAIN;                                   
 169:  2ijd-1 12.6  3.1  158   644   13 PDB  MOLECULE: PICORNAIN 3C, RNA-DIRECTED RNA POLYMERASE;                 
 170:  1lvm-A 12.5  3.4  161   229   14 PDB  MOLECULE: CATALYTIC DOMAIN OF THE NUCLEAR INCLUSION                  
 171:  2pfe-A 12.3  3.1  150   186   20 PDB  MOLECULE: ALKALINE SERINE PROTEASE;                                  
 172:  2in2-A 11.6  3.6  160   182   14 PDB  MOLECULE: PICORNAIN 3C;                                              
 173:  1mbm-A 11.5  2.9  138   198   17 PDB  MOLECULE: CHYMOTRYPSIN-LIKE SERINE PROTEASE;                         
 174:  1rgq-B 11.4  3.2  142   186   13 PDB  MOLECULE: NS3 PROTEASE;                                              
 175:  2q6d-B 10.9  2.9  141   307   11 PDB  MOLECULE: INFECTIOUS BRONCHITIS VIRUS (IBV) MAIN PROTEASE;           
 176:  1lvo-D 10.5  2.7  139   301   13 PDB  MOLECULE: REPLICASE, HYDROLASE DOMAIN;                               
 177:  2yy4-A 10.4  2.6  134   310   11 PDB  MOLECULE: REPLICASE POLYPROTEIN 1AB;                                 
 178:  1kdq-B 10.0  1.7   89    95   38 PDB  MOLECULE: CHYMOTRYPSIN B, B CHAIN;                                   
 179:  2hrv-A  9.7  3.4  126   139   15 PDB  MOLECULE: 2A CYSTEINE PROTEINASE;                                    
 180:  1svp-A  9.6  3.2  138   160   14 PDB  MOLECULE: SINDBIS VIRUS CAPSID PROTEIN;                              
 181:  3w95-A  9.6  3.5  129   149   15 PDB  MOLECULE: GENOME POLYPROTEIN;                                        
 182:  1z8r-A  7.4  3.9  122   150   10 PDB  MOLECULE: COXSACKIEVIRUS B4 POLYPROTEIN;                             
 183:  1cu1-A  7.0  3.5  144   645   12 PDB  MOLECULE: PROTEIN (PROTEASE/HELICASE NS3);                           
 184:  1hia-A  6.3  1.6   74    80   30 PDB  MOLECULE: KALLIKREIN;                                                


Results: 20191114_JHL_4k1t
Query: s001A
Select neighbours (check boxes) for viewing as multiple structural alignment or 3D superimposition. The list of neighbours is sorted by Z-score. Similarities with a Z-score lower than 2 are spurious. Each neighbour has links to pairwise structural alignment with the query structure, and to the PDB format coordinate file where the neighbour is superimposed onto the query structure.

  Expand gaps    
Summary
    No:  Chain   Z    rmsd lali nres  %id PDB  Description
   1:  4k1t-C 42.6  0.1  203   203  100 PDB  MOLECULE: SERINE PROTEASE SPLB;                                      
   2:  2as9-A 34.2  1.4  197   207   61 PDB  MOLECULE: SERINE PROTEASE;                                           
   3:  4ink-A 32.5  1.9  197   203   51 PDB  MOLECULE: SERINE PROTEASE SPLD;                                      
   4:  2w7u-B 31.9  1.7  195   200   48 PDB  MOLECULE: SERINE PROTEASE SPLA;                                      
   5:  5mm8-A 31.6  1.6  193   197   53 PDB  MOLECULE: SERINE PROTEASE SPLE;                                      
   6:  6u1b-A 27.2  2.0  190   221   32 PDB  MOLECULE: GLUTAMYL ENDOPEPTIDASE;                                    
   7:  1qy6-A 26.6  2.0  190   216   29 PDB  MOLECULE: SERINE PROTEASE;                                           
   8:  1p3c-A 24.3  2.2  186   215   28 PDB  MOLECULE: GLUTAMYL-ENDOPEPTIDASE;                                    
   9:  1agj-A 24.1  2.0  187   242   30 PDB  MOLECULE: EPIDERMOLYTIC TOXIN A;                                     
  10:  5c2z-A 23.9  2.1  187   248   30 PDB  MOLECULE: EXFOLIATIVE TOXIN D2;                                      
  11:  6e0u-A 23.8  2.0  188   241   28 PDB  MOLECULE: SERINE PROTEASE;                                           
  12:  1qtf-A 22.6  2.2  184   246   28 PDB  MOLECULE: EXFOLIATIVE TOXIN B;                                       
  13:  3w94-A 20.6  2.2  179   235   17 PDB  MOLECULE: ENTEROPEPTIDASE-1;                                         
  14:  2rdl-A 20.4  2.3  176   226   14 PDB  MOLECULE: CHYMASE 2;                                                 
  15:  1op8-A 20.4  2.3  177   234   19 PDB  MOLECULE: GRANZYME A;                                                
  16:  1eq9-A 20.4  2.2  176   222   16 PDB  MOLECULE: CHYMOTRYPSIN;                                              
  17:  1fuj-A 20.3  2.3  175   221   13 PDB  MOLECULE: PR3;                                                       
  18:  1mza-A 20.3  2.5  181   240   15 PDB  MOLECULE: PRO-GRANZYME K;                                            
